subject,session,sample_idx,true_label,predicted_label,correct,decision_score
bayu,emosi,0,lie,lie,True,0.31905573820328603
bayu,emosi,1,lie,lie,True,0.4709349565001386
bayu,emosi,2,lie,truth,False,-0.3292894158870626
bayu,emosi,3,lie,truth,False,-0.34966395940951606
bayu,emosi,4,lie,truth,False,-0.8923994464383015
bayu,emosi,5,lie,lie,True,0.058287987805985875
bayu,emosi,6,lie,lie,True,0.33383128981142607
bayu,emosi,7,lie,lie,True,0.07927608642447248
bayu,emosi,8,lie,lie,True,0.519048513016652
bayu,emosi,9,lie,lie,True,0.6138332376082432
bayu,emosi,10,lie,lie,True,0.01680915043481812
bayu,emosi,11,truth,truth,True,-1.1538021394322835
bayu,emosi,12,truth,truth,True,-0.8431954847635358
bayu,emosi,13,truth,truth,True,-0.6215936312313521
bayu,emosi,14,truth,truth,True,-0.23213508322170845
bayu,emosi,15,truth,truth,True,-0.30281362395001327
bayu,emosi,16,truth,truth,True,-0.5615197257996069
bayu,emosi,17,truth,truth,True,-0.81365499369193
bayu,emosi,18,truth,truth,True,-0.36445622746717055
bayu,emosi,19,truth,truth,True,-0.11522353415412923
bayu,emosi,20,truth,truth,True,-0.09193492620406918
bayu,emosi,21,truth,lie,False,0.42453080263599774
bayu,etika,0,lie,lie,True,2.8957211036021047
bayu,etika,1,lie,lie,True,2.7139940456720932
bayu,etika,2,lie,lie,True,2.367044626692752
bayu,etika,3,lie,lie,True,1.9784065496045122
bayu,etika,4,lie,lie,True,2.1054973108288917
bayu,etika,5,lie,lie,True,2.00402204960698
bayu,etika,6,lie,lie,True,1.867113118607624
bayu,etika,7,lie,lie,True,2.3662805090931736
bayu,etika,8,lie,lie,True,1.6284332041653093
bayu,etika,9,lie,lie,True,1.4117056760296283
bayu,etika,10,lie,lie,True,0.8354073304146005
bayu,etika,11,truth,truth,True,-1.5864806289850133
bayu,etika,12,truth,truth,True,-2.870731752439662
bayu,etika,13,truth,truth,True,-2.81861173126145
bayu,etika,14,truth,truth,True,-2.0543243310416766
bayu,etika,15,truth,truth,True,-0.8774303415279089
bayu,etika,16,truth,truth,True,-0.769842895707541
bayu,etika,17,truth,truth,True,-0.8098168094236063
bayu,etika,18,truth,truth,True,-2.367469792798013
bayu,etika,19,truth,truth,True,-2.9205301428857715
bayu,etika,20,truth,truth,True,-2.4048230315765804
bayu,etika,21,truth,truth,True,-2.0035580371999755
bayu,kognitif,0,lie,lie,True,3.3214072334296665
bayu,kognitif,1,lie,lie,True,6.026109537768789
bayu,kognitif,2,lie,lie,True,5.865293868362533
bayu,kognitif,3,lie,lie,True,5.1651687984559285
bayu,kognitif,4,lie,lie,True,4.4575208375457915
bayu,kognitif,5,lie,lie,True,3.1728928100753557
bayu,kognitif,6,lie,lie,True,2.3229041376326767
bayu,kognitif,7,lie,lie,True,2.4292251999808214
bayu,kognitif,8,lie,lie,True,2.558773064148524
bayu,kognitif,9,lie,lie,True,2.8689439751411876
bayu,kognitif,10,lie,lie,True,2.9922350292811815
bayu,kognitif,11,truth,lie,False,0.28225982777893766
bayu,kognitif,12,truth,truth,True,-0.646754205684293
bayu,kognitif,13,truth,truth,True,-0.9232521371625688
bayu,kognitif,14,truth,truth,True,-1.1183478119696186
bayu,kognitif,15,truth,truth,True,-1.0905074692151464
bayu,kognitif,16,truth,truth,True,-0.6348234153214789
bayu,kognitif,17,truth,truth,True,-0.7363465815128654
bayu,kognitif,18,truth,truth,True,-1.1854406365016033
bayu,kognitif,19,truth,truth,True,-1.6672668844725156
bayu,kognitif,20,truth,truth,True,-1.9228090279398897
bayu,kognitif,21,truth,truth,True,-2.207384854147356
bayu,sosial,0,lie,lie,True,0.08464722087704163
bayu,sosial,1,lie,lie,True,0.14403140749936977
bayu,sosial,2,lie,lie,True,0.6817176822432633
bayu,sosial,3,lie,lie,True,0.35363348925682664
bayu,sosial,4,lie,lie,True,0.4389232594596097
bayu,sosial,5,lie,lie,True,0.2581415782974758
bayu,sosial,6,lie,lie,True,0.1278839255100072
bayu,sosial,7,lie,lie,True,0.3165587532761475
bayu,sosial,8,lie,lie,True,0.036920882474758054
bayu,sosial,9,lie,truth,False,-0.07981638384188772
bayu,sosial,10,lie,truth,False,-0.3401632565266484
bayu,sosial,11,truth,truth,True,-0.41375374578183327
bayu,sosial,12,truth,truth,True,-0.4181029940814484
bayu,sosial,13,truth,truth,True,-0.527969298434629
bayu,sosial,14,truth,truth,True,-0.3595981047203705
bayu,sosial,15,truth,truth,True,-0.20212286740797603
bayu,sosial,16,truth,truth,True,-0.01966844112068583
bayu,sosial,17,truth,truth,True,-0.20292595224778381
bayu,sosial,18,truth,truth,True,-0.2515742099184829
bayu,sosial,19,truth,truth,True,-0.27723637817281144
bayu,sosial,20,truth,truth,True,-0.46663693388437666
bayu,sosial,21,truth,truth,True,-0.028621414010557233
desta,emosi,0,lie,truth,False,-0.9011209439994645
desta,emosi,1,lie,truth,False,-0.3267229247895984
desta,emosi,2,lie,lie,True,0.18000089444422773
desta,emosi,3,lie,lie,True,0.19222216817031468
desta,emosi,4,lie,lie,True,0.179107368841823
desta,emosi,5,lie,lie,True,0.6413765647900886
desta,emosi,6,lie,lie,True,0.4892974536936743
desta,emosi,7,lie,lie,True,0.46678083135789006
desta,emosi,8,lie,lie,True,0.6106945701560482
desta,emosi,9,lie,lie,True,0.17916539857797664
desta,emosi,10,lie,lie,True,0.002023624454545847
desta,emosi,11,truth,truth,True,-0.7982824189113226
desta,emosi,12,truth,truth,True,-0.6294370853943776
desta,emosi,13,truth,truth,True,-0.47830306051441396
desta,emosi,14,truth,truth,True,-0.6824553797330213
desta,emosi,15,truth,truth,True,-0.6370889464267749
desta,emosi,16,truth,truth,True,-0.626325303209129
desta,emosi,17,truth,truth,True,-0.6980649045903919
desta,emosi,18,truth,truth,True,-0.6670971029003461
desta,emosi,19,truth,truth,True,-0.6853241089904704
desta,emosi,20,truth,truth,True,-0.6696186524217879
desta,emosi,21,truth,truth,True,-0.5265010942325745
desta,etika,0,lie,lie,True,7.87483296845843
desta,etika,1,lie,lie,True,17.957372204286088
desta,etika,2,lie,lie,True,29.153497953969737
desta,etika,3,lie,lie,True,30.210968650312964
desta,etika,4,lie,lie,True,14.165533022663821
desta,etika,5,lie,lie,True,5.531491565406559
desta,etika,6,lie,lie,True,5.0149289960233085
desta,etika,7,lie,lie,True,3.899975857092106
desta,etika,8,lie,lie,True,8.959634922655669
desta,etika,9,lie,lie,True,13.58028770545421
desta,etika,10,lie,lie,True,61.033713113739765
desta,etika,11,truth,truth,True,-1.0693628513271602
desta,etika,12,truth,truth,True,-1.2056778706081452
desta,etika,13,truth,truth,True,-0.6209684417484855
desta,etika,14,truth,truth,True,-1.1732948579636837
desta,etika,15,truth,truth,True,-2.45622670631503
desta,etika,16,truth,truth,True,-2.5421827171196645
desta,etika,17,truth,truth,True,-2.042347051622315
desta,etika,18,truth,truth,True,-1.102474219701083
desta,etika,19,truth,truth,True,-0.9754813980693557
desta,etika,20,truth,truth,True,-0.8987172795203475
desta,etika,21,truth,truth,True,-0.3759711989997193
desta,kognitif,0,lie,truth,False,-0.7624778463685203
desta,kognitif,1,lie,truth,False,-0.8191430521507918
desta,kognitif,2,lie,truth,False,-0.8939325138095287
desta,kognitif,3,lie,truth,False,-0.9418854086967934
desta,kognitif,4,lie,truth,False,-0.9062783512414481
desta,kognitif,5,lie,truth,False,-0.8944390134651423
desta,kognitif,6,lie,truth,False,-0.8293899351279085
desta,kognitif,7,lie,truth,False,-0.7990135443726847
desta,kognitif,8,lie,lie,True,0.01731754968597432
desta,kognitif,9,lie,lie,True,0.7269284716515314
desta,kognitif,10,lie,lie,True,0.7667293796572099
desta,kognitif,11,truth,truth,True,-0.8997738565869509
desta,kognitif,12,truth,truth,True,-0.9463727797697394
desta,kognitif,13,truth,truth,True,-0.914336372462839
desta,kognitif,14,truth,truth,True,-0.9352120161367798
desta,kognitif,15,truth,truth,True,-0.7921554224711684
desta,kognitif,16,truth,truth,True,-0.7348591320540386
desta,kognitif,17,truth,truth,True,-0.7456616311310904
desta,kognitif,18,truth,truth,True,-0.861508847521652
desta,kognitif,19,truth,truth,True,-0.9661850550034752
desta,kognitif,20,truth,truth,True,-0.7687942470727831
desta,kognitif,21,truth,truth,True,-0.5730413071218828
desta,sosial,0,lie,lie,True,0.9582346906123942
desta,sosial,1,lie,lie,True,1.4601075305700426
desta,sosial,2,lie,lie,True,1.0724798220908351
desta,sosial,3,lie,lie,True,0.6118931281747648
desta,sosial,4,lie,lie,True,0.6033830319251345
desta,sosial,5,lie,lie,True,0.8094587328296765
desta,sosial,6,lie,lie,True,0.0838680012703854
desta,sosial,7,lie,lie,True,0.08922921068514111
desta,sosial,8,lie,lie,True,0.9990488681978251
desta,sosial,9,lie,lie,True,0.7865463988876731
desta,sosial,10,lie,lie,True,0.9125451662534074
desta,sosial,11,truth,truth,True,-0.3816481692127359
desta,sosial,12,truth,truth,True,-0.46798088012917316
desta,sosial,13,truth,truth,True,-1.2909450595134484
desta,sosial,14,truth,truth,True,-1.1086924038118553
desta,sosial,15,truth,truth,True,-1.5586949537496753
desta,sosial,16,truth,truth,True,-0.4489817077572785
desta,sosial,17,truth,truth,True,-0.8714939807343745
desta,sosial,18,truth,truth,True,-1.3521491447113132
desta,sosial,19,truth,truth,True,-0.6901303530807897
desta,sosial,20,truth,truth,True,-0.6919395055500579
desta,sosial,21,truth,truth,True,-1.0256812162035842
dewi,emosi,0,lie,lie,True,19.26309160643286
dewi,emosi,1,lie,lie,True,18.056500348090243
dewi,emosi,2,lie,lie,True,1.4526718571414254
dewi,emosi,3,lie,lie,True,0.707534626314797
dewi,emosi,4,lie,lie,True,2.3307340803901915
dewi,emosi,5,lie,lie,True,1.766388041934703
dewi,emosi,6,lie,lie,True,2.0592179465105285
dewi,emosi,7,lie,lie,True,0.29431045857227933
dewi,emosi,8,lie,lie,True,1.0953153127700745
dewi,emosi,9,lie,lie,True,0.5264593843972718
dewi,emosi,10,lie,lie,True,1.0720896345483997
dewi,emosi,11,truth,lie,False,6.672949206404497
dewi,emosi,12,truth,lie,False,5.584080769066832
dewi,emosi,13,truth,lie,False,0.26143847054950864
dewi,emosi,14,truth,truth,True,-2.671812872986603
dewi,emosi,15,truth,truth,True,-1.4756552328581545
dewi,emosi,16,truth,truth,True,-2.0814575855331814
dewi,emosi,17,truth,truth,True,-2.6092327634750276
dewi,emosi,18,truth,truth,True,-2.6085663374822228
dewi,emosi,19,truth,truth,True,-2.5040194854640943
dewi,emosi,20,truth,truth,True,-2.3579447584037085
dewi,emosi,21,truth,truth,True,-2.4611693672170896
dewi,etika,0,lie,truth,False,-1.1110006132277122
dewi,etika,1,lie,truth,False,-0.7154729095790799
dewi,etika,2,lie,truth,False,-0.47670204781782866
dewi,etika,3,lie,truth,False,-0.1549870340840851
dewi,etika,4,lie,truth,False,-0.09606796491641645
dewi,etika,5,lie,lie,True,0.15470492051294393
dewi,etika,6,lie,lie,True,0.0468824894679869
dewi,etika,7,lie,lie,True,0.07699540250173037
dewi,etika,8,lie,lie,True,0.34338667118024113
dewi,etika,9,lie,lie,True,0.429550881248129
dewi,etika,10,lie,lie,True,0.2705622995807911
dewi,etika,11,truth,truth,True,-0.6274501724494226
dewi,etika,12,truth,truth,True,-0.7464120272815975
dewi,etika,13,truth,truth,True,-2.2408951592187165
dewi,etika,14,truth,truth,True,-2.3443869494737735
dewi,etika,15,truth,truth,True,-2.011794662765835
dewi,etika,16,truth,truth,True,-1.5761852040344488
dewi,etika,17,truth,truth,True,-1.839832333823418
dewi,etika,18,truth,truth,True,-1.8946013542467057
dewi,etika,19,truth,truth,True,-1.8049147885308636
dewi,etika,20,truth,truth,True,-1.8597634318268563
dewi,etika,21,truth,truth,True,-1.8701368546341655
dewi,kognitif,0,lie,lie,True,3.4401360301208865
dewi,kognitif,1,lie,lie,True,3.363575297512638
dewi,kognitif,2,lie,lie,True,1.8076496474183066
dewi,kognitif,3,lie,lie,True,1.566936853008673
dewi,kognitif,4,lie,lie,True,1.6968738127623584
dewi,kognitif,5,lie,lie,True,1.896384714288943
dewi,kognitif,6,lie,lie,True,1.7130632697210761
dewi,kognitif,7,lie,lie,True,1.728108143923066
dewi,kognitif,8,lie,lie,True,1.009640634425165
dewi,kognitif,9,lie,lie,True,0.8045434903702364
dewi,kognitif,10,lie,lie,True,0.7251396858267942
dewi,kognitif,11,truth,truth,True,-0.24351054619895918
dewi,kognitif,12,truth,truth,True,-0.12890351868658512
dewi,kognitif,13,truth,truth,True,-0.3783392069161665
dewi,kognitif,14,truth,lie,False,0.3009085341734149
dewi,kognitif,15,truth,lie,False,0.29967597601607837
dewi,kognitif,16,truth,lie,False,0.4134793480893849
dewi,kognitif,17,truth,lie,False,0.2505042784095105
dewi,kognitif,18,truth,lie,False,0.6074664401374671
dewi,kognitif,19,truth,lie,False,0.5718617942261052
dewi,kognitif,20,truth,lie,False,0.32554421746890017
dewi,kognitif,21,truth,truth,True,-0.5808615194460472
dewi,sosial,0,lie,lie,True,0.03659416360014234
dewi,sosial,1,lie,truth,False,-0.11483852688669349
dewi,sosial,2,lie,lie,True,0.49760793374327295
dewi,sosial,3,lie,lie,True,0.46270169938756467
dewi,sosial,4,lie,lie,True,0.21062394462158285
dewi,sosial,5,lie,lie,True,1.2841600176905192
dewi,sosial,6,lie,lie,True,1.5144713176694014
dewi,sosial,7,lie,lie,True,0.4316919886724021
dewi,sosial,8,lie,truth,False,-0.02013154587925603
dewi,sosial,9,lie,lie,True,0.36748856758436477
dewi,sosial,10,lie,truth,False,-0.28350927460349107
dewi,sosial,11,truth,truth,True,-0.1550736459390002
dewi,sosial,12,truth,truth,True,-0.06325380308052098
dewi,sosial,13,truth,truth,True,-0.41722396262902106
dewi,sosial,14,truth,truth,True,-0.3282707961849384
dewi,sosial,15,truth,truth,True,-1.1973007125244353
dewi,sosial,16,truth,truth,True,-1.7865871788957497
dewi,sosial,17,truth,truth,True,-1.598164538685492
dewi,sosial,18,truth,truth,True,-1.0686819573273514
dewi,sosial,19,truth,truth,True,-1.0715736587026163
dewi,sosial,20,truth,truth,True,-1.0502688393393886
dewi,sosial,21,truth,truth,True,-1.0761395902292317
esty,emosi,0,lie,lie,True,0.40078383140341955
esty,emosi,1,lie,lie,True,0.08970122715789075
esty,emosi,2,lie,lie,True,0.3074132834908432
esty,emosi,3,lie,lie,True,0.3876016786204244
esty,emosi,4,lie,lie,True,0.21010926653711626
esty,emosi,5,lie,lie,True,0.3868037581318464
esty,emosi,6,lie,lie,True,0.8493137084617144
esty,emosi,7,lie,lie,True,0.5709220591771567
esty,emosi,8,lie,lie,True,0.18287382189192902
esty,emosi,9,lie,truth,False,-0.1677781125841542
esty,emosi,10,lie,truth,False,-0.1389389053063672
esty,emosi,11,truth,truth,True,-0.7603932845411223
esty,emosi,12,truth,truth,True,-0.4252429837178382
esty,emosi,13,truth,truth,True,-0.1674666791345807
esty,emosi,14,truth,truth,True,-0.8445821241923661
esty,emosi,15,truth,truth,True,-0.8702774217702189
esty,emosi,16,truth,truth,True,-0.5542635419504589
esty,emosi,17,truth,truth,True,-0.48500067099319866
esty,emosi,18,truth,truth,True,-0.6412794930036174
esty,emosi,19,truth,truth,True,-0.514004560529526
esty,emosi,20,truth,truth,True,-1.172415360911848
esty,emosi,21,truth,truth,True,-0.9149071240889337
esty,etika,0,lie,lie,True,1.8480245305310197
esty,etika,1,lie,lie,True,1.4968894106608994
esty,etika,2,lie,lie,True,1.3439996086091464
esty,etika,3,lie,lie,True,1.2699993510359358
esty,etika,4,lie,lie,True,0.8362932169002795
esty,etika,5,lie,lie,True,0.4912662929523295
esty,etika,6,lie,lie,True,1.072880695813745
esty,etika,7,lie,lie,True,1.0757511780190052
esty,etika,8,lie,lie,True,1.5161838990231695
esty,etika,9,lie,lie,True,1.7962291949458136
esty,etika,10,lie,lie,True,1.776331513623842
esty,etika,11,truth,truth,True,-2.172495434297608
esty,etika,12,truth,truth,True,-0.8797035008496783
esty,etika,13,truth,truth,True,-0.9332465025317473
esty,etika,14,truth,truth,True,-1.5538270249751873
esty,etika,15,truth,truth,True,-1.6171289343785444
esty,etika,16,truth,truth,True,-1.9391988307512298
esty,etika,17,truth,truth,True,-2.1077293841616465
esty,etika,18,truth,truth,True,-1.1615888990348813
esty,etika,19,truth,truth,True,-1.377927676928798
esty,etika,20,truth,truth,True,-1.25172132955442
esty,etika,21,truth,truth,True,-0.7352538237630801
esty,kognitif,0,lie,lie,True,4.65303026367644
esty,kognitif,1,lie,lie,True,4.825720779336793
esty,kognitif,2,lie,lie,True,4.146170652453589
esty,kognitif,3,lie,lie,True,3.5688567781167815
esty,kognitif,4,lie,lie,True,2.1463834427581485
esty,kognitif,5,lie,lie,True,2.1177653433333044
esty,kognitif,6,lie,lie,True,1.998334674455218
esty,kognitif,7,lie,lie,True,0.9241505642999946
esty,kognitif,8,lie,lie,True,0.9627931352071794
esty,kognitif,9,lie,lie,True,1.1057851700467847
